index,pe_ratio,pb_ratio,market_cap,return_on_asset_net_profit,du_return_on_equity,ev,earnings_per_share,revenue,total_expense,date,return
177,600827.XSHG,11.8659,1.8835,20687173982.0,4.5488,11.5327,46335054009.4,0.682,35316872229.0,33780355629.5,2012-01-31,0.07577155746949647
178,600837.XSHG,27.2975,1.5393,68784585065.0,2.6702,6.1132,117964509578.0,0.33,6949525753.13,3248396931.32,2012-01-31,0.0717766363756091
179,600886.XSHG,1031.9186,1.2670000000000001,14539637056.0,0.6709,3.6376,105695982583.0,0.1673,17440612504.8,16477615714.4,2012-01-31,0.009674426823342328
180,600887.XSHG,11.5007,5.4245,32676314020.0,8.1924,28.78,42116543976.2,0.89,29200622975.9,27985858037.6,2012-01-31,0.12475445313800575
181,600893.XSHG,47.5194,3.6761,14687447221.0,2.089,4.684,19922707041.4,0.17,4789308666.11,4576401164.83,2012-01-31,0.13427325116665018
182,600895.XSHG,23.9733,1.7345,10918261328.0,0.3192,0.5995,23765895967.3,0.02,815230379.6,796830833.7,2012-01-31,0.12055420219244828
183,600900.XSHG,14.9252,1.5692,107085000000.0,3.9727,9.555,196052314533.0,0.3835,15839292168.1,9653406377.63,2012-01-31,0.006162695152013207
184,600999.XSHG,64.7927,2.1217,51039043128.0,2.2818,7.6612,93862728401.3,0.3984,4245004306.6,1881393282.42,2012-01-31,0.09863486808493237
185,601006.XSHG,8.8148,1.8219999999999998,114474294481.0,9.4583,15.7744,138058233974.0,0.62,33270504198.0,22597383300.0,2012-01-31,-0.010389703125836845
186,601009.XSHG,6.9817,1.3285,28709583986.0,0.9729,11.9318,265784636283.0,0.79,5269932544.25,2426120717.23,2012-01-31,-0.0010352636687156556
187,601018.XSHG,11.5968,1.2674,31744000000.0,5.6282,7.9737,43998858000.0,0.15,5144634000.0,3449556000.0,2012-01-31,0.08469010175763185
188,601099.XSHG,94.9259,4.9173,10402928375.0,2.1634,6.0429,14750807245.2,0.081,550442270.88,373939873.74,2012-01-31,0.05634786897373713
189,601117.XSHG,9.4954,1.9147,29154030000.0,3.7964,9.998,59940141953.6,0.28,28584012574.3,26807593037.6,2012-01-31,0.140440087066269
190,601118.XSHG,30.6054,3.1951,29051358124.0,5.7621,8.2074,36685164084.1,0.1807,7360835424.88,6527634483.62,2012-01-31,0.09471814864658623
191,601166.XSHG,4.6015,1.3003,149499658317.0,0.9557,18.8962,2109892633950.0,1.74,41087000000.0,16439000000.0,2012-01-31,0.03246534560101298
192,601169.XSHG,5.6152,1.2357,62275618810.0,0.9743,17.1367,870782553162.0,1.25,15008708000.0,5019552000.0,2012-01-31,0.07101078682068014
193,601216.XSHG,14.7422,1.9792,9907200000.0,8.2737,14.9585,14498890326.7,0.7833,2841228959.01,2315399962.94,2012-01-31,0.145418478675517
194,601377.XSHG,288.1028,2.9479,24046000000.0,1.9521,4.8766,40650559463.1,0.1862,1792924631.15,1124455503.18,2012-01-31,0.0320225651236104
195,601555.XSHG,-119.8944,1.8345,13520000000.0,1.2856,5.3312,10615087404.2,0.15,921942200.48,627181924.52,2012-01-31,0.2248483316481293
196,601668.XSHG,5.1643,1.0336,92100000000.0,3.1068,11.8265,455458892000.0,0.32,347139842000.0,330053219000.0,2012-01-31,0.06512884781076217
197,601669.XSHG,9.1405,1.4508,39552000000.0,2.07,13.783,127684649912.0,0.39,77604834367.0,74273976691.7,2012-01-31,0.08737620309666624
198,601688.XSHG,324.3696,1.5563,46648000000.0,1.3766,4.0387,104428527604.0,0.24,4341811673.32,2543546407.58,2012-01-31,0.07803667075918459
199,601718.XSHG,17.8121,1.3963,12998090000.0,3.7272,6.0091,20272885892.0,0.14,18430800881.6,17815103873.4,2012-01-31,0.07714392710023713
200,601788.XSHG,40.9905,1.7271,36435880000.0,2.6056,6.1963,67228677313.6,0.4,3519945982.57,1792572625.41,2012-01-31,0.13509362572088252
201,601818.XSHG,5.196000000000001,1.2655,121304370000.0,0.8972,16.4154,1690341240500.0,0.35,33864644000.0,14974219000.0,2012-01-31,0.026671755077810267
202,601872.XSHG,-37.1951,1.1528,10815202689.0,1.2247,2.0814,18475058761.7,0.0583,2065380265.53,1918890905.01,2012-01-31,0.038094891573278916
203,601877.XSHG,13.4025,2.9418,13537350000.0,9.4408,14.2841,18708165641.3,0.62,7210108467.27,6312990307.36,2012-01-31,0.12843804894482266
204,601888.XSHG,22.6663,4.6501,21762400000.0,9.5381,12.8348,24181789608.5,0.6327,9024918199.77,8240386993.88,2012-01-31,0.0934032802701398
205,601901.XSHG,-36.8015,1.9212,27023000000.0,0.7845,1.9149,51264469990.4,0.05,1299054439.72,1013845956.23,2012-01-31,0.08577946414022675
206,601933.XSHG,35.5787,5.4961,22361248000.0,5.2015,9.3306,23163714670.7,0.48,12474297901.6,12006047152.4,2012-01-31,0.06252052667721615
207,601958.XSHG,64.8231,3.0674,41268270276.0,3.4829,3.7683,49362258100.8,0.16,5661327167.22,4985687166.74,2012-01-31,0.07818973500787993
208,601989.XSHG,15.9636,2.0667,81259093988.0,2.8561,11.4416,215506539959.0,0.47,47103852071.9,42626100596.9,2012-01-31,0.09206188656626962
209,000001.XSHE,6.1219,1.2145,87609292114.0,0.8008,14.9403,1211444855670.0,2.01,20701401000.0,10882540000.0,2012-02-29,-0.081292511119957
210,000002.XSHE,7.6078,1.7188,91040340605.0,1.6463,7.8656,300252061695.0,0.326,29308369223.2,23783476901.2,2012-02-29,0.0
211,000008.XSHE,-288.9459,7.6983,568602766.0,-0.5678,-0.5943,770517752.56,-0.006,11679829.03,12030080.04,2012-02-29,0.21498702178083734
212,000060.XSHE,18.4794,4.1663,22073467416.0,5.6036,14.617,28009159184.6,0.35,9189386877.65,7935542726.05,2012-02-29,-0.18878021597940128
213,000069.XSHE,12.5541,2.5547,41615345644.0,2.8729,10.9097,81247380359.0,0.271,8951453490.28,7091397989.13,2012-02-29,-0.057811129155699977
214,000100.XSHE,12.2851,1.7319,19580065507.0,2.6214,9.39,69004306654.6,0.1195,60834136000.0,59927074000.0,2012-02-29,-0.11689640056499935
215,000402.XSHE,8.7886,1.093,19797101951.0,3.2233,10.3965,56511787330.1,0.6,7303544153.27,5440677926.67,2012-02-29,-0.03668284848706056
216,000413.XSHE,215.4881,20.5603,4779840000.0,3.2405,5.2307,3688567992.99,0.03,104425459.95,89559250.79,2012-02-29,0.0016022085829081195
217,000415.XSHE,21.4467,1.462,10339529980.0,1.8112,3.7845,21846364582.5,0.3197,1466188261.63,1036862316.81,2012-02-29,-0.12654125629794669
218,000423.XSHE,25.4175,8.3897,28724625905.0,16.1098,20.7633,27897612682.3,0.9372,1862915702.43,1157644109.36,2012-02-29,-0.0819681495757913
219,000425.XSHE,8.656,2.1851,33086640790.0,9.9592,21.1151,53846101659.4,1.37,25233044684.7,21955101570.5,2012-02-29,-0.1608380561205347
220,000503.XSHE,265.0783,5.125,6318720094.0,0.1796,0.3275,6249917784.47,0.0045,99694183.97,135382267.29,2012-02-29,-0.1763869132290185
221,000538.XSHE,24.175,6.5087,36157398226.0,10.2038,17.8649,43071657562.5,1.24,7741652400.02,6769161248.85,2012-02-29,-0.05491556290398925
222,000540.XSHE,21.1662,4.8668,10486260794.0,2.3934,17.664,22467665936.4,0.2538,2004355082.02,1749636830.11,2012-02-29,-0.019496833091539552
223,000559.XSHE,20.8868,2.7278,10547404860.0,4.7469,9.2005,14628454817.0,0.217,6200943486.15,5822509580.28,2012-02-29,-0.1389711823323458
224,000568.XSHE,15.7377,7.9136,56731604278.0,24.1712,34.1465,56573570954.2,1.44,5628271589.15,2856713520.1,2012-02-29,-0.03932082498303648
225,000623.XSHE,6.3063,1.9071,17193858804.0,20.7774,23.1428,18804075329.3,2.7168,809481664.08,690911564.42,2012-02-29,-0.0856330822793804
226,000625.XSHE,-231.1901,1.5547,22915447268.0,2.7517,7.0257,37217163392.5,0.19,19606549988.7,20002232604.2,2012-02-29,-0.07595633647723453
227,000627.XSHE,-19.4546,3.2752,4507454254.0,-2.728,-3.1988,5262950195.63,-0.036000000000000004,797135024.42,832484948.18,2012-02-29,-0.12912958213908582
228,000630.XSHE,15.8678,3.1124,31076322615.0,3.2688,12.367,49261848233.6,0.74,52032837531.5,50898693656.5,2012-02-29,-0.1331097517772371
229,000651.XSHE,9.6668,3.403,59916679545.0,4.9914,25.6552,125069492621.0,1.3388,64074612708.6,61158359767.8,2012-02-29,0.020579729638845985
230,000671.XSHE,64.0822,2.037,4089722308.0,0.8814,5.9695,11761758216.0,0.19,1828169582.43,1706703767.9,2012-02-29,0.058980015572281476
231,000686.XSHE,-11.8507,3.2137,9839018575.0,-0.1107,-0.5469,20765182199.3,-0.03,677592524.5,717833927.89,2012-02-29,-0.0396324364744963
232,000709.XSHE,33.1658,0.8028,34298088995.0,0.8678,2.8371,99804099745.6,0.15,107770205166.0,106446201521.0,2012-02-29,-0.10835530384402564
233,000723.XSHE,86.71799999999999,5.4135,2551873285.0,3.7628,6.7973,2643902662.49,0.23,1211363701.77,1164178657.88,2012-02-29,-0.16849802052193585
234,000725.XSHE,8.4359,1.0305,26367007565.0,-3.8791,-8.9859,59972852071.9,-0.16,8514636554.0,10928202542.0,2012-02-29,-0.10254674235716882
235,000728.XSHE,95.9285,1.3039,19228539000.0,1.9189,3.093,27584467396.7,0.2311,1315052595.51,759062567.21,2012-02-29,0.03677568636460606
236,000738.XSHE,56.0979,4.3578,10795500676.0,3.2868,5.6005,12090522078.9,0.1412,1350949551.65,1208450823.91,2012-02-29,-0.13886366641689074
237,000750.XSHE,-30.7684,3.6639,9404161852.0,1.0709,1.2462,20293252211.3,0.05,846043430.3,770218550.33,2012-02-29,0.28427205100956426
238,000768.XSHE,-168.7316,2.3282,21902147010.0,0.1931,0.3771,32166350682.9,0.0142,5081888777.39,5059579936.33,2012-02-29,-0.12895979992589846
239,000776.XSHE,782.9874,2.5239,78578594185.0,1.7866,6.13,136014621813.0,0.61,4325459005.79,2377388304.37,2012-02-29,0.023735176179506868
240,000783.XSHE,-50.9236,1.8514,21032844152.0,1.0097,3.1584,38751827912.8,0.14,1337998541.45,967274968.36,2012-02-29,-0.02594417915783569
241,000792.XSHE,22.1279,4.3588,59612284928.0,10.514000000000001,19.4208,80915739549.4,1.8385,5539622881.41,2862752126.27,2012-02-29,-0.14888061245603146
242,000826.XSHE,25.0317,6.2748,9883499214.0,5.8911,13.970999999999998,12253603099.7,0.462,1024996030.27,798413138.46,2012-02-29,-0.08357560317698183
243,000839.XSHE,375.8368,2.0914,12135782387.0,0.89,1.5777,18870505927.6,0.0583,1180163422.97,1267800326.91,2012-02-29,0.04004792058873866
244,000858.XSHE,16.891,5.7860000000000005,133769867213.0,16.1359,24.1627,146746453414.0,1.2690000000000001,15648774490.2,9035308334.24,2012-02-29,-0.06810393541543434
245,000876.XSHE,8.1502,3.2723,31364936461.0,7.4287,14.0505,20968360549.5,1.03,50764868718.2,49120061669.7,2012-02-29,-0.07534908908057088
246,000895.XSHE,-1421.4578,11.3589,41819708049.0,4.5209,7.8543,42437138787.3,0.4592,24239106613.4,23337169830.8,2012-02-29,-0.0015938438480424288
247,000938.XSHE,46.9951,3.1005,2483264000.0,1.6298,4.2112,3529790114.27,0.162,3644404043.75,3629839989.02,2012-02-29,0.0390090014301337
248,000959.XSHE,-28.3821,1.22,9255561298.0,0.0867,2.0863,21615136271.8,0.0549,9502575535.22,9992265480.22,2012-02-29,-0.12819031108542814
249,000961.XSHE,10.4474,2.16,11736784221.0,2.4954,13.1395,31471593062.6,0.55,7903065272.29,7025337345.32,2012-02-29,0.058704976487003326
250,000963.XSHE,24.2906,7.0808,10825456176.0,7.7243,22.5682,14715366599.7,0.6757,8194944377.07,7738330113.27,2012-02-29,-0.0016033157935134445
251,000983.XSHE,18.1593,3.8889,54232152000.0,8.237,18.4178,85342188907.5,0.7948,22884339585.8,19205385113.0,2012-02-29,-0.14700982397476722
252,002007.XSHE,109.9483,5.9956,14191924224.0,11.9395,13.7822,12957134001.1,0.535,738447615.67,363505122.7,2012-02-29,-0.07104981913844134
253,002008.XSHE,11.0406,3.0734,8626715916.0,5.7164,11.6348,11923045459.0,0.2756,2673513831.05,2362243445.18,2012-02-29,-0.15133154485375905
254,002024.XSHE,11.1852,2.82,62965906794.0,7.0214,17.3106,105525576525.0,0.4892,67625499000.0,63105122000.0,2012-02-29,0.08333911194323093
255,002027.XSHE,-11.1569,2.2011,1330274510.0,0.1718,0.257,1805997930.82,0.0056,947381266.9,941843709.87,2012-02-29,-0.07725860815544232
256,002044.XSHE,22.7028,5.6729,2148315000.0,6.5053,9.2073,2585540321.99,0.139,579326555.55,536804411.89,2012-02-29,-0.034467725675049736
257,002065.XSHE,20.8624,4.8266,10943941280.0,9.892999999999999,14.5688,11373623438.7,0.5093,1606056451.02,1335501978.86,2012-02-29,0.002894965392004664
258,002074.XSHE,38.7137,4.0839,1763441280.0,5.7557,10.5459,2441487011.21,0.18,493069178.84,440614415.3,2012-02-29,-0.08045275857394607
259,002081.XSHE,19.4416,6.7285,20937180820.0,9.7896,31.9623,21684655943.0,0.9086,6432177806.42,5839048120.1,2012-02-29,-0.03143436578171098
260,002142.XSHE,6.9045,1.5441,28895881701.0,1.0298,15.1654,240797776509.0,0.89,5706374000.0,2764872000.0,2012-02-29,-0.08484092326887081
261,002146.XSHE,8.83,2.9398,18040422400.0,3.9236,18.5606,33968718457.5,0.51,6101082478.69,4839724494.1,2012-02-29,0.06817651723655363
262,002153.XSHE,26.1591,7.5189,8222592000.0,15.0778,17.1945,8854453139.38,0.52,459764525.26,302985073.79,2012-02-29,0.03720946311895743
263,002174.XSHE,-157.4242,4.6022,1050848799.0,0.1001,0.77,1344172473.18,0.021,226840813.26,228325157.3,2012-02-29,0.11207717960933763
264,002230.XSHE,60.3012,8.4114,9896552874.0,6.4937,7.8906,7670455233.62,0.28,342597396.99,285178588.37,2012-02-29,-0.08506787330316737
265,002236.XSHE,26.1867,8.6197,12980029404.0,18.5614,28.2185,14497331409.3,0.68,2205208207.08,1870266206.55,2012-02-29,0.033759545764651615
266,002241.XSHE,25.0854,9.3748,19556177951.0,12.5641,28.3838,21406888919.4,0.7,4077000282.02,3442373221.06,2012-02-29,-0.002685284640171751
267,002252.XSHE,31.9002,7.506,6865280000.0,15.0026,16.5791,6584240682.17,0.51,381696427.88,218311705.2,2012-02-29,0.014243511289301613
268,002292.XSHE,82.8205,8.0109,11051008000.0,5.7157,6.7608,7207363453.14,0.22,727006274.15,623049692.79,2012-02-29,-0.16086083018353936
269,002294.XSHE,21.9826,4.6927,10006160000.0,12.5764,14.765999999999998,11936854986.3,0.79,1077149060.94,746256481.74,2012-02-29,0.0014524412632754369
270,002304.XSHE,23.0191,13.5857,134370000000.0,22.9515,37.134,127056431081.0,3.24,9697320356.4,5655841725.15,2012-02-29,-0.014400004164107482
271,002310.XSHE,21.6091,7.4033,13861502214.0,13.5919,22.8921,14699468220.1,2.29,1965187858.05,1566421577.31,2012-02-29,-0.015618841150965774
272,002352.XSHE,28.9383,2.3797,1709942237.0,3.2224,4.3585,2073680968.64,0.4,470163824.47,438363251.57,2012-02-29,-0.07691735143503635
273,002385.XSHE,19.4558,3.8934,13547040000.0,7.7024,9.8108,14559606885.4,0.78,5279408885.11,4905932347.5,2012-02-29,0.031656318734860966
274,002411.XSHE,33.3098,3.7013,2863026000.0,5.2652,5.4527,3020826515.22,0.17,770044002.13,712509134.65,2012-02-29,-0.14111976546292493
275,002415.XSHE,21.5577,6.0473,41180000000.0,12.7014,14.6805,40368127810.4,0.87,3453156822.06,2470651269.54,2012-02-29,0.03447622655806022
276,002424.XSHE,28.7628,3.8849,7437024000.0,4.5786,6.8463,8407405957.77,0.27,701417429.65,554485320.02,2012-02-29,-0.11512451588304932
277,002426.XSHE,1726.7486,2.5424,3295374300.0,3.7132,5.2927,4088639981.93,0.1697,1115660255.45,1062257040.89,2012-02-29,-0.15795799595141702
278,002450.XSHE,41.1932,7.6756,7886080000.0,8.5786,13.64,8172476886.87,0.25,1526021238.48,1361799025.74,2012-02-29,0.016545492624839286
279,002456.XSHE,-401.2205,4.4008,4281600000.0,-1.4387,-2.6004,4688450853.06,-0.13,648674946.38,677435315.07,2012-02-29,-0.012556298621536812
280,002460.XSHE,54.1218,4.9285,3568500000.0,5.1303,5.8898,4023862473.74,0.28,327739393.91,282919396.3,2012-02-29,-0.047925422438990624
281,002465.XSHE,36.1907,1.9069999999999998,8153059625.0,2.5843,2.9048,8694467710.3,0.3679,658569640.25,549797985.66,2012-02-29,-0.02162133863832689
282,002466.XSHE,109.3805,4.6195,4546710000.0,2.9892,3.3418,5192804839.01,0.22,298312158.14,267370981.94,2012-02-29,-0.07016764738536685
283,002468.XSHE,-35.2879,2.7317,2073600000.0,3.0888,4.7192,2985511165.06,0.19399999999999998,813493135.78,777625233.64,2012-02-29,-0.12038014783526935
284,002470.XSHE,18.3996,3.3347,10290000000.0,8.6549,13.7957,13161820051.0,0.57,6334742941.75,5843040739.55,2012-02-29,-0.07754262702424816
285,002475.XSHE,22.6307,4.9016,9020220000.0,10.4286,11.1446,10445640552.3,0.73,1805745307.42,1506388762.01,2012-02-29,-0.10402919708029186
286,002500.XSHE,-326.9476,2.8705,17134572000.0,0.8005,2.2936,28146131862.0,0.06,764146400.0,593553103.0,2012-02-29,-0.09663166266550798
287,002508.XSHE,17.6261,2.7973,4224000000.0,7.013999999999999,8.7418,4245859793.34,0.48,1066937023.89,928033582.34,2012-02-29,0.031518760041583965
288,002555.XSHE,48.4971,2.0384,1559760000.0,6.0338,7.8995,1915721333.26,0.2783,253102516.76,224929800.23,2012-02-29,-0.1107987592089958
289,002558.XSHE,29.8332,2.4928,1470840000.0,6.2979,7.4814,1511286005.1,0.48,232718969.01,204381787.74,2012-02-29,-0.04976272080147648
290,002572.XSHE,21.9012,2.8345,3864840000.0,9.0828,10.6158,4293748635.4,0.8,629835600.6,531961977.68,2012-02-29,0.04926213730662296
291,002601.XSHE,16.3589,4.5201,9116120000.0,16.0068,27.3354,8390870389.73,4.32,1510362207.38,1126040681.21,2012-02-29,-0.08486809160062637
292,002602.XSHE,21.7711,1.7509,2702000000.0,9.5175,12.6759,3363782564.41,0.88,745992572.11,605838766.87,2012-02-29,-0.08225609756097563
293,002608.XSHE,23.3694,1.7507,3463320000.0,3.6252,10.8872,6726447058.26,1.43,1953159642.57,1756742374.55,2012-02-29,-0.11290197683551445
294,002624.XSHE,27.4313,3.2557,1583000000.0,12.3847,23.1718,197559732.15,0.66,332677250.53,285246943.45,2012-02-29,-0.11559848955100355
295,300003.XSHE,22.1399,5.0665,11863320000.0,20.2656,21.469,11165102205.0,0.5827,919846240.19,387078914.13,2012-02-29,-0.0992505599264917
296,300015.XSHE,41.7939,6.8316,9342864000.0,8.1282,10.3255,9332816274.92,0.31,966750963.5,777018084.74,2012-02-29,-0.08184855233853007
297,300017.XSHE,30.4012,2.7762,2163626433.0,4.5921,4.8207,1922528782.12,0.23,382167189.86,346917794.45,2012-02-29,0.1310857805255025
298,300024.XSHE,26.8899,4.7892,5685306000.0,11.1411,14.3322,5649031649.94,0.54,783560295.36,660155154.87,2012-02-29,-0.10576824910668713
299,300027.XSHE,35.4029,5.3838,9084096000.0,5.1512,6.5198,9548149074.81,0.17,481297343.95,379519891.28,2012-02-29,-0.08123126014359203
300,300033.XSHE,76.0573,2.1902,2448768000.0,4.0142,4.5664,2717977058.33,0.37,167909628.35,118080013.56,2012-02-29,-0.12183190458442035
301,300059.XSHE,32.9964,2.8394,4827900000.0,6.0782,6.4303,4148292910.01,0.32,280308218.79,170605529.44,2012-02-29,-0.1344583140699646
302,300070.XSHE,25.0106,3.9238,12806640000.0,2.5622,2.7239999999999998,12240238304.7,0.25,368083629.66,275351643.46,2012-02-29,-0.04293557607287535
303,300072.XSHE,25.5659,2.97,3390832200.0,3.6867,5.5583,3763745417.33,0.31,409472534.65,340213144.32,2012-02-29,0.03957725302909708
304,300122.XSHE,70.59899999999999,4.2514,9600000000.0,5.6875,5.9543,11197163180.7,0.32,456652112.14,309831451.78,2012-02-29,-0.10209087322687437
305,300124.XSHE,24.8037,4.5549,11404800000.0,10.2343,10.9358,15352248689.5,1.19,789887920.75,498177781.4,2012-02-29,-0.11685573439448832
306,300136.XSHE,21.8487,3.326,2244112200.0,8.8253,9.145,2949590988.74,0.4149,121334857.44,56642914.4,2012-02-29,0.07130494980962271
307,300144.XSHE,29.9783,3.1159,8426880000.0,7.3876,8.4863,9670402217.16,0.4,504532175.14,223844591.1,2012-02-29,-0.0666666666666666
308,300251.XSHE,25.9803,3.4689,6203360000.0,8.8568,10.3649,6925068439.68,1.14,413759118.43,290804273.67,2012-02-29,0.04593123589539365
309,600000.XSHG,5.0276,1.1958,177954117299.0,0.8475,15.1658,2524302191530.0,1.067,49307426000.0,23080440000.0,2012-02-29,-0.06394432268235463
310,600008.XSHG,21.5673,2.2528,12144000000.0,1.974,5.1517,21623828218.2,0.1198,1855861893.47,1577820959.16,2012-02-29,-0.10869740448170234
311,600009.XSHG,14.972999999999999,1.6459,25281694838.0,8.8693,10.1965,26607369528.1,0.78,4611211636.06,3235233721.03,2012-02-29,-0.015244701483409931
312,600010.XSHG,48.6856,2.6208,33788365646.0,1.0779,3.8675,63493259430.9,0.08,42814922834.1,42158308572.1,2012-02-29,0.13113517590647047
313,600015.XSHG,6.3633,1.24,79251327228.0,0.6168,13.5616,1082458341030.0,1.09,24577242161.2,15882745794.2,2012-02-29,-0.07261029411764712
314,600018.XSHG,16.9905,1.511,68493090747.0,6.2652,9.2333,95519826083.9,0.1672,16140750027.0,10697692371.3,2012-02-29,-0.036532258064516036
315,600019.XSHG,49.7491,0.8666,92288493424.0,2.96,6.0051,210235683181.0,0.36,167324609438.0,159509674906.0,2012-02-29,-0.0948893701578514
316,600021.XSHG,14.4957,1.8066,10634504107.0,1.1597,3.3939999999999997,31728430807.7,0.0906,13327770690.8,13273973338.4,2012-02-29,-0.054327022851477086
317,600030.XSHG,9.3919,1.7622,129999519120.0,2.4444,4.8999,162413250454.0,0.34,9449919982.79,4933372613.41,2012-02-29,-0.01779539184831188
318,600031.XSHG,9.4772,5.6308,110716235477.0,19.1926,51.047,142748578029.0,1.01,41303142489.2,31889071190.2,2012-02-29,-0.158436183135132
319,600038.XSHG,59.1548,3.9284,5913745500.0,2.0366,4.5376,9951536918.85,0.1944,1340760389.39,1263564009.21,2012-02-29,0.0
320,600048.XSHG,8.1094,1.8727,66026448115.0,2.052,11.1958,218727868096.0,0.58,21814023615.9,16895904145.0,2012-02-29,0.017121852740639012
321,600050.XSHG,65.1901,1.4594,103651356372.0,0.9452,1.9779,329040873116.0,0.0663,160635019142.0,155696114578.0,2012-02-29,-0.13496972600949608
322,600061.XSHG,235.9936,5.0026,2926345651.0,1.8281,3.7621,4620362296.53,0.051,2352659615.47,2326250356.85,2012-02-29,-0.11583109519546406
323,600066.XSHG,11.2358,5.0365,16787621903.0,9.7833,27.2874,14837663589.4,1.41,11232502616.2,10379107317.9,2012-02-29,-0.025280446567548662
